ORG,OBJECT,PROJECT,ACCOUNT,DESCRIPTION,YEAR,PER,JOURNAL,EFF DATE,SRC,T,REF1,PO/REF2,REF3,REFERENCE,AMOUNT
44330,52410,00000,1100-40-44-443-4430-0000-00000-00000-52410-00000,ST SN PLOW HLTH INS B,2018,12,"3,978",12/31/2018,GNI,1,PPHLTH,,,PP HLTH IN,210.08
44331,52410,00000,1100-40-44-443-4431-0000-00000-00000-52410-00000,ST SN REMV HLTH INS B,2018,12,"3,978",12/31/2018,GNI,1,PPHLTH,,,PP HLTH IN,-144.65
44332,52410,00000,1100-40-44-443-4432-0000-00000-00000-52410-00000,ST SN CROS HLTH INS B,2018,12,"3,978",12/31/2018,GNI,1,PPHLTH,,,PP HLTH IN,-596.18
44333,52410,00000,1100-40-44-443-4433-0000-00000-00000-52410-00000,ST SN BARR HLTH INS B,2018,12,"3,978",12/31/2018,GNI,1,PPHLTH,,,PP HLTH IN,-350.49
44301,52410,00000,1100-40-44-443-4401-0000-00000-00000-52410-00000,SW ADM HLTH INS B,2018,12,"3,962",12/31/2018,GNI,1,RCLFEB,,,RCL FEBINS,"-5,168.97"
44330,52410,00000,1100-40-44-443-4430-0000-00000-00000-52410-00000,ST SN PLOW HLTH INS B,2018,12,"3,962",12/31/2018,GNI,1,RCLFEB,,,RCL FEBINS,"-27,847.44"
44331,52410,00000,1100-40-44-443-4431-0000-00000-00000-52410-00000,ST SN REMV HLTH INS B,2018,12,"3,962",12/31/2018,GNI,1,RCLFEB,,,RCL FEBINS,-1.05
44332,52410,00000,1100-40-44-443-4432-0000-00000-00000-52410-00000,ST SN CROS HLTH INS B,2018,12,"3,962",12/31/2018,GNI,1,RCLFEB,,,RCL FEBINS,-1.05
44330,53240,00000,1100-40-44-443-4430-0000-00000-00000-53240-00000,ST SN PLOW SNOW SUP,2018,12,"3,815",12/31/2018,GNI,1,,INTER-D,STREETS DIV,SALT SAND,-300.00
44330,53240,00000,1100-40-44-443-4430-0000-00000-00000-53240-00000,ST SN PLOW SNOW SUP,2018,12,"3,815",12/31/2018,GNI,1,,INTER-D,STREETS DIV,SALT SAND,"-10,308.75"
44330,53240,00000,1100-40-44-443-4430-0000-00000-00000-53240-00000,ST SN PLOW SNOW SUP,2018,12,"3,815",12/31/2018,GNI,1,,INTER-D,STREETS DIV,SALT SAND,-960.00
44330,53240,00000,1100-40-44-443-4430-0000-00000-00000-53240-00000,ST SN PLOW SNOW SUP,2018,12,"3,815",12/31/2018,GNI,1,,INTER-D,STREETS DIV,SALT SAND,-150.00
44330,53240,00000,1100-40-44-443-4430-0000-00000-00000-53240-00000,ST SN PLOW SNOW SUP,2018,12,"3,815",12/31/2018,GNI,1,,INTER-D,STREETS DIV,SALT SAND,"-1,275.00"
44330,54250,00000,1100-40-44-443-4430-0000-00000-00000-54250-00000,ST SN PLOW GRNDS IMPR,2018,12,"3,780",12/30/2018,GEN,1,2018,CITYWIDE,CONT 8075,CONCRETE,"4,331.20"
44301,54115,00000,1100-40-44-443-4401-0000-00000-00000-54115-00000,SW ADM STORMWATER,2018,12,"3,471",12/30/2018,API,1,065037,,441085,5415,110.94
44301,53120,00000,1100-40-44-443-4401-0000-00000-00000-53120-00000,SW ADM COPY PRINT,2018,12,"3,466",12/15/2018,API,1,600632,,441014,5412,13.49
44301,53150,00000,1100-40-44-443-4401-0000-00000-00000-53150-00000,SW ADM POSTAGE,2018,12,"3,465",12/15/2018,API,1,600632,,441013,5411,22.41
44301,53120,00000,1100-40-44-443-4401-0000-00000-00000-53120-00000,SW ADM COPY PRINT,2018,12,"3,461",12/15/2018,API,1,600632,,441012,5410,44.40
44301,51110,00000,1100-40-44-443-4401-0000-00000-00000-51110-00000,SW ADM PERM WAGES,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,"1,487.57"
44301,51120,00000,1100-40-44-443-4401-0000-00000-00000-51120-00000,SW ADM PRMIUM PAY,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,51.02
44301,51310,00000,1100-40-44-443-4401-0000-00000-00000-51310-00000,SW ADM OVRTM PERM,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,859.13
44301,52410,00000,1100-40-44-443-4401-0000-00000-00000-52410-00000,SW ADM HLTH INS B,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,28.98
44301,52413,00000,1100-40-44-443-4401-0000-00000-00000-52413-00000,SW ADM WAGE INS B,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,15.28
44301,52510,00000,1100-40-44-443-4401-0000-00000-00000-52510-00000,SW ADM WI RET SY,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,157.08
44301,52610,00000,1100-40-44-443-4401-0000-00000-00000-52610-00000,SW ADM FICA MEDIC,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,178.88
44301,54121,00000,1100-40-44-443-4401-0000-00000-00000-54121-00000,SW ADM CELL PHONE,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,0.40
44330,51110,00000,1100-40-44-443-4430-0000-00000-00000-51110-00000,ST SN PLOW PERM WAGES,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,"8,467.82"
44330,51120,00000,1100-40-44-443-4430-0000-00000-00000-51120-00000,ST SN PLOW PRMIUM PAY,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,164.72
44330,51130,00000,1100-40-44-443-4430-0000-00000-00000-51130-00000,ST SN PLOW WKR COMP W,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,22.35
44330,51140,00000,1100-40-44-443-4430-0000-00000-00000-51140-00000,ST SN PLOW COMP ABSNC,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,183.20
44330,51310,00000,1100-40-44-443-4430-0000-00000-00000-51310-00000,ST SN PLOW OVRTM PERM,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,"5,914.94"
44330,52410,00000,1100-40-44-443-4430-0000-00000-00000-52410-00000,ST SN PLOW HLTH INS B,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,-181.62
44330,52413,00000,1100-40-44-443-4430-0000-00000-00000-52413-00000,ST SN PLOW WAGE INS B,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,71.49
44330,52510,00000,1100-40-44-443-4430-0000-00000-00000-52510-00000,ST SN PLOW WI RET SY,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,952.25
44330,52610,00000,1100-40-44-443-4430-0000-00000-00000-52610-00000,ST SN PLOW FICA MEDIC,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,"1,107.23"
44331,51110,00000,1100-40-44-443-4431-0000-00000-00000-51110-00000,ST SN REMV PERM WAGES,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,0.04
44331,51140,00000,1100-40-44-443-4431-0000-00000-00000-51140-00000,ST SN REMV COMP ABSNC,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,18.32
44331,51310,00000,1100-40-44-443-4431-0000-00000-00000-51310-00000,ST SN REMV OVRTM PERM,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,3.57
44331,52510,00000,1100-40-44-443-4431-0000-00000-00000-52510-00000,ST SN REMV WI RET SY,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,0.18
44331,52610,00000,1100-40-44-443-4431-0000-00000-00000-52610-00000,ST SN REMV FICA MEDIC,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,1.68
44332,51110,00000,1100-40-44-443-4432-0000-00000-00000-51110-00000,ST SN CROS PERM WAGES,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,19.07
44332,51120,00000,1100-40-44-443-4432-0000-00000-00000-51120-00000,ST SN CROS PRMIUM PAY,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,6.45
44332,51140,00000,1100-40-44-443-4432-0000-00000-00000-51140-00000,ST SN CROS COMP ABSNC,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,18.32
44332,51310,00000,1100-40-44-443-4432-0000-00000-00000-51310-00000,ST SN CROS OVRTM PERM,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,316.26
44332,52413,00000,1100-40-44-443-4432-0000-00000-00000-52413-00000,ST SN CROS WAGE INS B,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,0.25
44332,52510,00000,1100-40-44-443-4432-0000-00000-00000-52510-00000,ST SN CROS WI RET SY,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,22.32
44332,52610,00000,1100-40-44-443-4432-0000-00000-00000-52610-00000,ST SN CROS FICA MEDIC,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,26.91
44333,51110,00000,1100-40-44-443-4433-0000-00000-00000-51110-00000,ST SN BARR PERM WAGES,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,328.42
44333,52413,00000,1100-40-44-443-4433-0000-00000-00000-52413-00000,ST SN BARR WAGE INS B,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,2.21
44333,52510,00000,1100-40-44-443-4433-0000-00000-00000-52510-00000,ST SN BARR WI RET SY,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,21.51
44333,52610,00000,1100-40-44-443-4433-0000-00000-00000-52610-00000,ST SN BARR FICA MEDIC,2018,12,"3,436",12/31/2018,PRJ,1,1902,11902,11902,PR1902,24.89
44301,53120,00000,1100-40-44-443-4401-0000-00000-00000-53120-00000,SW ADM COPY PRINT,2018,12,"3,224",12/30/2018,API,1,604164,,439567,5252,0.77
44330,53120,00000,1100-40-44-443-4430-0000-00000-00000-53120-00000,ST SN PLOW COPY PRINT,2018,12,"3,224",12/30/2018,API,1,604164,,439637,5252,1.42
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,021212,,438904,5218,61.20
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,021212,,438904,5218,6.80
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,021212,,438904,5218,3.40
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,021212,,438905,5218,33.84
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,021212,,438905,5218,3.76
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,021212,,438905,5218,1.88
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,021212,,438906,5218,27.00
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,021212,,438906,5218,3.00
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,021212,,438906,5218,1.50
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,141",12/24/2018,API,1,050005,,438704,5218,45.23
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,12,"3,141",12/24/2018,API,1,050005,,438704,5218,5.03
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,12,"3,141",12/24/2018,API,1,050005,,438704,5218,2.51
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,141",12/24/2018,API,1,152611,,438793,5218,80.00
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,12,"3,141",12/24/2018,API,1,152611,,438793,5218,8.89
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,12,"3,141",12/24/2018,API,1,152611,,438793,5218,4.44
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,141",12/24/2018,API,1,175687,,438994,5218,114.30
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,175687,,438994,5218,12.70
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,175687,,438994,5218,6.35
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,141",12/24/2018,API,1,180497,,438407,5218,28.31
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,12,"3,141",12/24/2018,API,1,180497,,438407,5218,3.15
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,12,"3,141",12/24/2018,API,1,180497,,438407,5218,1.57
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,141",12/24/2018,API,1,224311,,438907,5218,44.05
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,12,"3,141",12/24/2018,API,1,224311,,438907,5218,4.89
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,12,"3,141",12/24/2018,API,1,224311,,438907,5218,2.45
44330,53315,00000,1100-40-44-443-4430-0000-00000-00000-53315-00000,ST SN PLOW BUILD SUP,2018,12,"3,141",12/24/2018,API,1,602158,,439087,5218,13.26
44332,53315,00000,1100-40-44-443-4432-0000-00000-00000-53315-00000,ST SN CROS BUILD SUP,2018,12,"3,141",12/24/2018,API,1,602158,,439087,5218,1.47
44333,53315,00000,1100-40-44-443-4433-0000-00000-00000-53315-00000,ST SN BARR BUILD SUP,2018,12,"3,141",12/24/2018,API,1,602158,,439087,5218,0.74
44330,53315,00000,1100-40-44-443-4430-0000-00000-00000-53315-00000,ST SN PLOW BUILD SUP,2018,12,"3,141",12/24/2018,API,1,603921,,439037,5218,104.82
44332,53315,00000,1100-40-44-443-4432-0000-00000-00000-53315-00000,ST SN CROS BUILD SUP,2018,12,"3,141",12/24/2018,API,1,603921,,439037,5218,11.65
44333,53315,00000,1100-40-44-443-4433-0000-00000-00000-53315-00000,ST SN BARR BUILD SUP,2018,12,"3,141",12/24/2018,API,1,603921,,439037,5218,5.82
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,612001,,438515,5218,7.07
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,612001,,438515,5218,0.79
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2018,12,"3,141",12/24/2018,API,1,612001,,438515,5218,0.39
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2018,12,"3,141",12/24/2018,API,1,616314,,438572,5218,61.80
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2018,12,"3,141",12/24/2018,API,1,616314,,438572,5218,6.87
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2018,12,"3,141",12/24/2018,API,1,616314,,438572,5218,3.43
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,141",12/24/2018,API,1,700194,,438794,5218,316.31
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2018,12,"3,141",12/24/2018,API,1,703230,,438940,5218,35.49
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2018,12,"3,141",12/24/2018,API,1,703230,,438940,5218,3.94
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2018,12,"3,141",12/24/2018,API,1,703230,,438940,5218,1.97
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,141",12/24/2018,API,1,708356,,438941,5218,151.50
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,12,"3,141",12/24/2018,API,1,708356,,438941,5218,16.83
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,12,"3,141",12/24/2018,API,1,708356,,438941,5218,8.42
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,141",12/24/2018,API,1,708571,,438792,5218,18.96
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,12,"3,141",12/24/2018,API,1,708571,,438792,5218,2.11
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,12,"3,141",12/24/2018,API,1,708571,,438792,5218,1.05
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,12,"3,072",12/24/2018,API,1,700376,,437916,5180,8.95
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,12,"3,072",12/24/2018,API,1,700376,,437916,5180,4.47
44330,53315,00000,1100-40-44-443-4430-0000-00000-00000-53315-00000,ST SN PLOW BUILD SUP,2018,12,"3,072",12/24/2018,API,1,700376,,437934,5180,38.10
44332,53315,00000,1100-40-44-443-4432-0000-00000-00000-53315-00000,ST SN CROS BUILD SUP,2018,12,"3,072",12/24/2018,API,1,700376,,437934,5180,4.23
44333,53315,00000,1100-40-44-443-4433-0000-00000-00000-53315-00000,ST SN BARR BUILD SUP,2018,12,"3,072",12/24/2018,API,1,700376,,437934,5180,2.12
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437905,5180,3.25
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437905,5180,21.09
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437905,5180,1.62
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437905,5180,3.25
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437905,5180,3.25
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437948,5180,0.15
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437948,5180,0.96
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437948,5180,0.07
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437948,5180,0.15
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437948,5180,0.15
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437984,5180,1.32
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437984,5180,8.57
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437984,5180,0.66
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437984,5180,1.32
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,437984,5180,1.32
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,438000,5180,0.78
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,438000,5180,5.06
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,438000,5180,0.39
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,438000,5180,0.78
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,701359,,438000,5180,0.78
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2018,12,"3,072",12/24/2018,API,1,704763,,437918,5180,86.49
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2018,12,"3,072",12/24/2018,API,1,704763,,437918,5180,9.61
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2018,12,"3,072",12/24/2018,API,1,704763,,437918,5180,4.81
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2018,12,"3,072",12/24/2018,API,1,707448,,437868,5180,4.12
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2018,12,"3,072",12/24/2018,API,1,708545,,437935,5180,401.70
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,072",12/24/2018,API,1,075192,,437779,5180,7.54
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,12,"3,072",12/24/2018,API,1,075192,,437779,5180,0.84
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,12,"3,072",12/24/2018,API,1,075192,,437779,5180,0.42
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2018,12,"3,072",12/24/2018,API,1,120899,,437917,5180,2.16
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2018,12,"3,072",12/24/2018,API,1,120899,,437917,5180,0.24
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2018,12,"3,072",12/24/2018,API,1,120899,,437917,5180,0.12
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,602353,,437926,5180,3.15
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,602353,,437926,5180,20.45
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,602353,,437926,5180,1.57
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,602353,,437926,5180,3.15
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,602353,,437926,5180,3.15
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,602353,,438082,5180,9.22
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,602353,,438082,5180,59.90
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2018,12,"3,072",12/24/2018,API,1,602353,,438082,5180,4.61
