ORG,OBJECT,PROJECT,ACCOUNT,DESCRIPTION,YEAR,PER,JOURNAL,EFF DATE,SRC,T,REF1,PO/REF2,REF3,REFERENCE,AMOUNT
44330,57141,00000,1100-40-44-443-4430-0000-00000-00000-57141-00000,ST SN PLOW ID CHRG FS,2015,12,"3,750",12/30/2015,GEN,1,,,,FS CHRGS,"650,676.00"
44331,57141,00000,1100-40-44-443-4431-0000-00000-00000-57141-00000,ST SN REMV ID CHRG FS,2015,12,"3,750",12/30/2015,GEN,1,,,,FS CHRGS,"95,601.00"
44332,57141,00000,1100-40-44-443-4432-0000-00000-00000-57141-00000,ST SN CROS ID CHRG FS,2015,12,"3,750",12/30/2015,GEN,1,,,,FS CHRGS,"95,601.00"
44335,57141,00000,1100-40-44-443-4435-0000-00000-00000-57141-00000,ST SN BUS ID CHRG FS,2015,12,"3,750",12/30/2015,GEN,1,,,,FS CHRGS,"18,532.00"
44332,51120,00000,1100-40-44-443-4432-0000-00000-00000-51120-00000,ST SN CROS PRMIUM PAY,2015,12,"3,489",12/31/2015,GNI,1,,,,RCL930-938,-850.42
44331,51140,00000,1100-40-44-443-4431-0000-00000-00000-51140-00000,ST SN REMV COMP ABSNC,2015,12,"3,489",12/31/2015,GNI,1,,,,RCL930-938,850.42
44332,51140,00000,1100-40-44-443-4432-0000-00000-00000-51140-00000,ST SN CROS COMP ABSNC,2015,12,"3,489",12/31/2015,GNI,1,,,,RCL930-938,850.42
44330,51110,00000,1100-40-44-443-4430-0000-00000-00000-51110-00000,ST SN PLOW PERM WAGES,2015,12,"3,489",12/31/2015,GNI,1,,,,RCL930-938,"-7,486.88"
44301,51120,00000,1100-40-44-443-4401-0000-00000-00000-51120-00000,SW ADM PRMIUM PAY,2015,12,"3,489",12/31/2015,GNI,1,,,,RCL930-938,"-8,507.39"
44301,51140,00000,1100-40-44-443-4401-0000-00000-00000-51140-00000,SW ADM COMP ABSNC,2015,12,"3,489",12/31/2015,GNI,1,,,,RCL930-938,"8,507.39"
44330,51140,00000,1100-40-44-443-4430-0000-00000-00000-51140-00000,ST SN PLOW COMP ABSNC,2015,12,"3,489",12/31/2015,GNI,1,,,,RCL930-938,"20,253.32"
44331,51120,00000,1100-40-44-443-4431-0000-00000-00000-51120-00000,ST SN REMV PRMIUM PAY,2015,12,"3,489",12/31/2015,GNI,1,,,,RCL930-938,-850.42
44330,51120,00000,1100-40-44-443-4430-0000-00000-00000-51120-00000,ST SN PLOW PRMIUM PAY,2015,12,"3,489",12/31/2015,GNI,1,,,,RCL930-938,"-12,766.44"
44301,54112,00000,1100-40-44-443-4401-0000-00000-00000-54112-00000,SW ADM ELECTRICIT,2015,12,"3,096",12/30/2015,GEN,1,RCLS,,,LF ELEC,30.35
44301,54112,00000,1100-40-44-443-4401-0000-00000-00000-54112-00000,SW ADM ELECTRICIT,2015,12,"3,096",12/30/2015,GEN,1,RCLS,,,LF ELEC,24.73
44330,57141,00000,1100-40-44-443-4430-0000-00000-00000-57141-00000,ST SN PLOW ID CHRG FS,2015,12,"3,035",12/31/2015,GNI,1,,,,FS CHARGES,"46,815.23"
44331,57141,00000,1100-40-44-443-4431-0000-00000-00000-57141-00000,ST SN REMV ID CHRG FS,2015,12,"3,035",12/31/2015,GNI,1,,,,FS CHARGES,293.54
44332,57141,00000,1100-40-44-443-4432-0000-00000-00000-57141-00000,ST SN CROS ID CHRG FS,2015,12,"3,035",12/31/2015,GNI,1,,,,FS CHARGES,"4,275.45"
44333,57141,00000,1100-40-44-443-4433-0000-00000-00000-57141-00000,ST SN BARR ID CHRG FS,2015,12,"3,035",12/31/2015,GNI,1,,,,FS CHARGES,966.86
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,782",12/30/2015,API,1,065037,,113319,255,10.04
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,782",12/30/2015,API,1,065037,,113325,255,9.52
44331,52410,00000,1100-40-44-443-4431-0000-00000-00000-52410-00000,ST SN REMV HLTH INS B,2015,12,"2,675",12/31/2015,GNI,1,,,,RCL FEB PR,-527.33
44333,52410,00000,1100-40-44-443-4433-0000-00000-00000-52410-00000,ST SN BARR HLTH INS B,2015,12,"2,675",12/31/2015,GNI,1,,,,RCL FEB PR,-540.66
44332,52410,00000,1100-40-44-443-4432-0000-00000-00000-52410-00000,ST SN CROS HLTH INS B,2015,12,"2,675",12/31/2015,GNI,1,,,,RCL FEB PR,"-3,762.56"
44301,52410,00000,1100-40-44-443-4401-0000-00000-00000-52410-00000,SW ADM HLTH INS B,2015,12,"2,675",12/31/2015,GNI,1,,,,RCL FEB PR,"-4,387.88"
44334,52410,00000,1100-40-44-443-4434-0000-00000-00000-52410-00000,ST SN MISC HLTH INS B,2015,12,"2,675",12/31/2015,GNI,1,,,,RCL FEB PR,"-2,125.29"
44330,52410,00000,1100-40-44-443-4430-0000-00000-00000-52410-00000,ST SN PLOW HLTH INS B,2015,12,"2,675",12/31/2015,GNI,1,,,,RCL FEB PR,"-23,309.34"
44301,52410,00000,1100-40-44-443-4401-0000-00000-00000-52410-00000,SW ADM HLTH INS B,2015,12,"2,647",12/31/2015,GNI,1,,,,RCL PP HTH,"-4,712.91"
44330,52410,00000,1100-40-44-443-4430-0000-00000-00000-52410-00000,ST SN PLOW HLTH INS B,2015,12,"2,647",12/31/2015,GNI,1,,,,RCL PP HTH,"-14,898.53"
44331,52410,00000,1100-40-44-443-4431-0000-00000-00000-52410-00000,ST SN REMV HLTH INS B,2015,12,"2,647",12/31/2015,GNI,1,,,,RCL PP HTH,-431.03
44332,52410,00000,1100-40-44-443-4432-0000-00000-00000-52410-00000,ST SN CROS HLTH INS B,2015,12,"2,647",12/31/2015,GNI,1,,,,RCL PP HTH,"-1,152.88"
44333,52410,00000,1100-40-44-443-4433-0000-00000-00000-52410-00000,ST SN BARR HLTH INS B,2015,12,"2,647",12/31/2015,GNI,1,,,,RCL PP HTH,-901.71
44334,52410,00000,1100-40-44-443-4434-0000-00000-00000-52410-00000,ST SN MISC HLTH INS B,2015,12,"2,647",12/31/2015,GNI,1,,,,RCL PP HTH,"-1,773.54"
44301,54115,00000,1100-40-44-443-4401-0000-00000-00000-54115-00000,SW ADM STORMWATER,2015,12,"2,573",12/30/2015,API,1,065037,,111753,53,95.05
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,573",12/30/2015,API,1,065037,,111763,53,6.34
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,573",12/30/2015,API,1,065037,,111769,53,3.96
44301,53120,00000,1100-40-44-443-4401-0000-00000-00000-53120-00000,SW ADM COPY PRINT,2015,12,"2,441",12/30/2015,API,1,604164,,111281,9962,0.94
44330,54350,00000,1100-40-44-443-4430-0000-00000-00000-54350-00000,ST SN PLOW LEASE EQUP,2015,12,"2,417",12/30/2015,API,1,173088,15000335,108260,9910,"3,944.50"
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,375",12/30/2015,API,1,065037,,108126,9876,101.17
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,375",12/30/2015,API,1,065037,,108137,9876,274.37
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,375",12/30/2015,API,1,065037,,108143,9876,6.34
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,375",12/30/2015,API,1,065037,,108174,9876,99.59
44330,57145,00000,1100-40-44-443-4430-0000-00000-00000-57145-00000,ST SN PLOW ID CHRG TE,2015,12,"2,351",12/30/2015,GNI,1,,,,4TH QTR TE,120.05
44332,57145,00000,1100-40-44-443-4432-0000-00000-00000-57145-00000,ST SN CROS ID CHRG TE,2015,12,"2,351",12/30/2015,GNI,1,,,,4TH QTR TE,13.34
44333,57145,00000,1100-40-44-443-4433-0000-00000-00000-57145-00000,ST SN BARR ID CHRG TE,2015,12,"2,351",12/30/2015,GNI,1,,,,4TH QTR TE,6.67
44330,58151,00000,1100-40-44-443-4430-0000-00000-00000-58151-00000,ST SN PLOW ID BILL PK,2015,12,"2,267",12/30/2015,GEN,1,,STREETS,2015 USAGE,SALT/SAND,"-6,660.00"
44330,58186,00000,1100-40-44-443-4430-0000-00000-00000-58186-00000,ST SN PLOW ID BILL WT,2015,12,"2,267",12/30/2015,GEN,1,,STREETS,2015 USAGE,SALT/SAND,"-2,160.00"
44330,58145,00000,1100-40-44-443-4430-0000-00000-00000-58145-00000,ST SN PLOW ID BILL TE,2015,12,"2,267",12/30/2015,GEN,1,,STREETS,2015 USAGE,SALT/SAND,"-1,425.00"
44330,58185,00000,1100-40-44-443-4430-0000-00000-00000-58185-00000,ST SN PLOW ID BILL TS,2015,12,"2,267",12/30/2015,GEN,1,,STREETS,2015 USAGE,SALT/SAND,"-1,050.00"
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,007799,,107417,9702,466.21
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2015,12,"2,213",12/26/2015,API,1,031039,,107395,9702,74.16
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2015,12,"2,213",12/26/2015,API,1,031039,,107395,9702,8.24
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2015,12,"2,213",12/26/2015,API,1,031039,,107395,9702,4.12
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,100917,,107414,9702,36.32
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,100917,,107414,9702,4.04
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,100917,,107414,9702,2.02
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"2,213",12/26/2015,API,1,152611,,107416,9702,4.75
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2015,12,"2,213",12/26/2015,API,1,152611,,107416,9702,0.53
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2015,12,"2,213",12/26/2015,API,1,152611,,107416,9702,0.26
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2015,12,"2,213",12/26/2015,API,1,175687,,107393,9702,86.40
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,702570,,107405,9702,500.76
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,702570,,107405,9702,55.64
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,702570,,107405,9702,27.82
44330,53315,00000,1100-40-44-443-4430-0000-00000-00000-53315-00000,ST SN PLOW BUILD SUP,2015,12,"2,213",12/26/2015,API,1,702903,,107558,9702,4.68
44332,53315,00000,1100-40-44-443-4432-0000-00000-00000-53315-00000,ST SN CROS BUILD SUP,2015,12,"2,213",12/26/2015,API,1,702903,,107558,9702,0.52
44333,53315,00000,1100-40-44-443-4433-0000-00000-00000-53315-00000,ST SN BARR BUILD SUP,2015,12,"2,213",12/26/2015,API,1,702903,,107558,9702,0.26
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2015,12,"2,213",12/26/2015,API,1,175687,,107393,9702,9.60
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2015,12,"2,213",12/26/2015,API,1,175687,,107393,9702,4.80
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2015,12,"2,213",12/26/2015,API,1,175687,,107530,9702,540.90
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2015,12,"2,213",12/26/2015,API,1,175687,,107530,9702,60.10
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2015,12,"2,213",12/26/2015,API,1,175687,,107530,9702,30.05
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,180497,,107418,9702,11.13
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,180497,,107418,9702,1.24
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,180497,,107418,9702,0.62
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,180497,,107432,9702,60.67
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,180497,,107432,9702,6.74
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,180497,,107432,9702,3.37
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,180497,,107444,9702,19.43
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,180497,,107444,9702,2.16
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,180497,,107444,9702,1.08
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"2,213",12/26/2015,API,1,224311,,107441,9702,33.29
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2015,12,"2,213",12/26/2015,API,1,224311,,107441,9702,3.70
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2015,12,"2,213",12/26/2015,API,1,224311,,107441,9702,1.85
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,600674,,107462,9702,39.60
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,600674,,107462,9702,4.40
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,600674,,107462,9702,2.20
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2015,12,"2,213",12/26/2015,API,1,602158,,107461,9702,5.30
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2015,12,"2,213",12/26/2015,API,1,602158,,107461,9702,0.59
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2015,12,"2,213",12/26/2015,API,1,602158,,107461,9702,0.29
44330,54121,00000,1100-40-44-443-4430-0000-00000-00000-54121-00000,ST SN PLOW CELL PHONE,2015,12,"2,213",12/26/2015,API,1,606420,,107440,9702,160.04
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2015,12,"2,213",12/26/2015,API,1,616314,,107568,9702,3.61
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2015,12,"2,213",12/26/2015,API,1,616314,,107568,9702,0.40
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2015,12,"2,213",12/26/2015,API,1,616314,,107568,9702,0.20
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2015,12,"2,213",12/26/2015,API,1,616314,,107569,9702,55.89
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2015,12,"2,213",12/26/2015,API,1,616314,,107569,9702,6.21
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2015,12,"2,213",12/26/2015,API,1,616314,,107569,9702,3.10
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,700139,,107442,9702,29.92
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,700139,,107442,9702,3.32
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2015,12,"2,213",12/26/2015,API,1,700139,,107442,9702,1.66
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"2,213",12/26/2015,API,1,700173,,107443,9702,55.03
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2015,12,"2,213",12/26/2015,API,1,700173,,107443,9702,6.11
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2015,12,"2,213",12/26/2015,API,1,700173,,107443,9702,3.06
44301,53210,00000,1100-40-44-443-4401-0000-00000-00000-53210-00000,SW ADM WRK SUP,2015,12,"2,213",12/26/2015,API,1,700198,,107496,9702,159.43
44330,54350,00000,1100-40-44-443-4430-0000-00000-00000-54350-00000,ST SN PLOW LEASE EQUP,2015,12,"2,178",12/30/2015,API,1,051755,15000337,106641,9575,"19,642.00"
44330,54350,00000,1100-40-44-443-4430-0000-00000-00000-54350-00000,ST SN PLOW LEASE EQUP,2015,12,"2,178",12/30/2015,API,1,612744,15004667,106743,9575,"24,731.50"
44330,54350,00000,1100-40-44-443-4430-0000-00000-00000-54350-00000,ST SN PLOW LEASE EQUP,2015,12,"2,178",12/30/2015,API,1,616558,15000327,106650,9575,"6,264.00"
44301,54112,00000,1100-40-44-443-4401-0000-00000-00000-54112-00000,SW ADM ELECTRICIT,2015,12,"2,163",12/30/2015,API,1,052829,,107163,9669,10.71
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,135",12/30/2015,API,1,065037,,106769,9630,3.96
44301,54113,00000,1100-40-44-443-4401-0000-00000-00000-54113-00000,SW ADM WATER,2015,12,"2,135",12/30/2015,API,1,065037,,106763,9630,316.64
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"2,134",12/26/2015,API,1,615965,,106994,9610,26.08
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2015,12,"2,134",12/26/2015,API,1,615965,,106994,9610,2.90
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2015,12,"2,134",12/26/2015,API,1,615965,,106994,9610,1.45
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2015,12,"2,134",12/26/2015,API,1,700108,,106943,9610,-10.43
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2015,12,"2,134",12/26/2015,API,1,700108,,107076,9610,25.38
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2015,12,"2,134",12/26/2015,API,1,700108,,107094,9610,-15.84
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2015,12,"2,134",12/26/2015,API,1,700108,,107095,9610,4.70
44330,53240,00000,1100-40-44-443-4430-0000-00000-00000-53240-00000,ST SN PLOW SNOW SUP,2015,12,"2,088",12/30/2015,API,1,617278,15000257,106704,9600,"8,791.84"
44301,53120,00000,1100-40-44-443-4401-0000-00000-00000-53120-00000,SW ADM COPY PRINT,2015,12,"2,029",12/15/2015,API,1,600632,,106337,9549,25.21
44301,53120,00000,1100-40-44-443-4401-0000-00000-00000-53120-00000,SW ADM COPY PRINT,2015,12,"2,028",12/15/2015,API,1,600632,,106335,9547,410.49
44301,53150,00000,1100-40-44-443-4401-0000-00000-00000-53150-00000,SW ADM POSTAGE,2015,12,"2,021",12/15/2015,API,1,600632,,106334,9545,51.17
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2015,12,"1,959",12/26/2015,API,1,602158,,106096,9504,4.17
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2015,12,"1,959",12/26/2015,API,1,602158,,106096,9504,0.46
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2015,12,"1,959",12/26/2015,API,1,602158,,106096,9504,0.23
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"1,959",12/26/2015,API,1,605939,,105852,9504,3.39
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2015,12,"1,959",12/26/2015,API,1,605939,,105852,9504,0.38
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2015,12,"1,959",12/26/2015,API,1,605939,,105852,9504,0.19
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2015,12,"1,959",12/26/2015,API,1,612001,,105953,9504,23.13
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2015,12,"1,959",12/26/2015,API,1,612001,,105953,9504,2.57
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2015,12,"1,959",12/26/2015,API,1,612001,,105953,9504,1.29
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"1,959",12/26/2015,API,1,700243,,105935,9504,42.74
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2015,12,"1,959",12/26/2015,API,1,700243,,105935,9504,4.75
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2015,12,"1,959",12/26/2015,API,1,700243,,105935,9504,2.37
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2015,12,"1,959",12/26/2015,API,1,700243,,106048,9504,115.02
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2015,12,"1,959",12/26/2015,API,1,700243,,106048,9504,12.78
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2015,12,"1,959",12/26/2015,API,1,700243,,106048,9504,6.39
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"1,959",12/26/2015,API,1,700243,,106217,9504,61.99
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2015,12,"1,959",12/26/2015,API,1,700243,,106217,9504,6.89
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2015,12,"1,959",12/26/2015,API,1,700243,,106217,9504,3.44
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"1,959",12/26/2015,API,1,700376,,105871,9504,117.96
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"1,959",12/26/2015,API,1,700641,,106056,9504,283.25
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2015,12,"1,959",12/26/2015,API,1,700641,,106056,9504,31.47
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2015,12,"1,959",12/26/2015,API,1,700641,,106056,9504,15.74
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2015,12,"1,959",12/26/2015,API,1,700729,,106145,9504,413.10
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2015,12,"1,959",12/26/2015,API,1,700729,,106145,9504,45.90
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2015,12,"1,959",12/26/2015,API,1,700729,,106145,9504,22.95
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2015,12,"1,959",12/26/2015,API,1,702632,,105847,9504,30.88
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2015,12,"1,959",12/26/2015,API,1,702632,,105847,9504,3.43
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2015,12,"1,959",12/26/2015,API,1,702632,,105847,9504,1.72
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2015,12,"1,959",12/26/2015,API,1,702632,,105925,9504,34.88
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2015,12,"1,959",12/26/2015,API,1,702632,,105925,9504,3.88
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2015,12,"1,959",12/26/2015,API,1,702632,,105925,9504,1.94
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2015,12,"1,959",12/26/2015,API,1,702632,,106047,9504,7.55
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2015,12,"1,959",12/26/2015,API,1,702632,,106047,9504,0.84
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2015,12,"1,959",12/26/2015,API,1,702632,,106047,9504,0.42
44330,54540,00000,1100-40-44-443-4430-0000-00000-00000-54540-00000,ST SN PLOW UNFRM LNDR,2015,12,"1,959",12/26/2015,API,1,614629,,105846,9504,10.87
44332,54540,00000,1100-40-44-443-4432-0000-00000-00000-54540-00000,ST SN CROS UNFRM LNDR,2015,12,"1,959",12/26/2015,API,1,614629,,105846,9504,1.21
44333,54540,00000,1100-40-44-443-4433-0000-00000-00000-54540-00000,ST SN BARR UNFRM LNDR,2015,12,"1,959",12/26/2015,API,1,614629,,105846,9504,0.60
